User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
206972,439286239,10,Harry Potter and the Sorcerer's Stone Movie Poster Book,Inc Staff Scholastic,2001,Scholastic
206972,553296981,9,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
206972,590010891,9,Star Wars Episode I: The Phantom Menace,Patricia C. Wrede,1999,Scholastic
206972,590397761,10,"Shop Till You Drop ... Dead! (Give Yourself Goosebumps, No 25)",R. L. Stine,1998,Apple
206972,590399926,9,"Invasion of the Body Squeezers, Part 2 (Goosebumps Series 2000, No 5)",R. L. Stine,1998,Apple (Scholastic)
206972,806995416,7,Click: Fun With Photography,Susanna Price,1997,Sterling Publishing
206972,899422993,10,The Stations of the Cross,Lawrence G. Lovasik,1978,Catholic Book Publishing Company
206972,1550744399,10,Electric Gadgets and Gizmos: Battery-Powered Buildable Gadgets That Go! (Kids Can Do It),Alan Bartholomew,1998,Kids Can Press
206973,553273825,8,Notes to Myself,Hugh Prather,1983,Bantam Books
206979,142001430,9,Year of Wonders,Geraldine Brooks,2002,Penguin Books
206979,156027321,10,Life of Pi,Yann Martel,2003,Harvest Books
206979,207191433,7,Shivers (Shivers),Paul Collins,1998,HarperCollins Publishers (Australia) Pty Ltd
206979,416193994,9,Pooh: Now We Are Seventy,A.A. Milne,1996,Egmont Childrens Books
206979,739307444,7,Oryx and Crake,MARGARET ATWOOD,2003,Random House Audio
206986,380789353,5,To Catch an Heiress,Julia Quinn,2002,Avon
206986,425179184,6,Crime Brulee (Culinary Mysteries (Paperback)),Nancy Fairbanks,2001,Berkley Publishing Group
206986,743448642,7,Whispers and Lies,Joy Fielding,2003,Pocket Books
206993,1400047943,7,The 5 Patterns of Extraordinary Careers : The Guide for Achieving Success and Satisfaction,JAMES M. CITRIN,2003,Crown Business
206993,159184021X,7,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,2003,Portfolio Hardcover
206994,451203771,8,Scarlet Feather,Maeve Binchy,2002,Signet Book
206994,743411250,7,The Woman Next Door,Barbara Delinsky,2002,Pocket
206996,312964781,5,A Price for Everything (Rosamunde Pilcher's Book Shelf),Mary Sheepshanks,1998,St. Martin's Press
206996,689707495,9,Cloudy With a Chance of Meatballs,Judi Barrett,1982,Aladdin Library
207000,070222183X,8,Tilted Cross (Uqp Paperbacks),Hal Porter,1989,International Specialized Book Services
207000,738200255,9,"The Heat Is on: The Climate Crisis, the Cover-Up, the Prescription",Ross Gelbspan,1998,Perseus Publishing
207000,743218582,5,"Yesterday, I Cried : Celebrating the Lessons of Living and Loving",Iyanla Vanzant,2001,Fireside
207000,1573247022,10,The Food Revolution: How Your Diet Can Help Save Your Life and Our World,John Robbins,2001,Conari Press
207000,1577310160,5,Conscious Evolution: Awakening the Power of Our Social Potential,Barbara Marx Hubbard,1998,New World Library
207003,61044407,7,Liar: An Irene Kelly Mystery,Jan Burke,1999,HarperTorch
207003,042518000X,8,Nursery Crimes (Mommy-Track Mysteries (Paperback)),Ayelet Waldman,2001,Berkley Publishing Group
207003,425188388,10,The Dogfather: A Dog Lover's Mystery (Dog Lover's Mystery),Susan Conant,2003,Prime Crime
207003,451202473,10,Bones,Jan Burke,2001,Signet Book
207003,743444493,7,"Dear Irene, : An Irene kelly Novel",Jan Burke,2002,Pocket
207003,743444515,8,"Goodnight, Irene",Jan Burke,2002,Pocket
207003,743444523,9,"Sweet Dreams, Irene : An Irene Kelly Novel",Jan Burke,2002,Pocket
207003,786888083,6,Confessions of a Dangerous Mind : An Unauthorized Autobiography,Chuck Barris,2002,Miramax
207003,804113874,8,Vanishing Act (Jane Whitfield Novel),Thomas Perry,1996,Fawcett Books
207006,446677450,10,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000,Warner Books
207006,671723650,10,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket
207013,3442431875,7,Der PferdeflÃ?Â¼sterer.,Nicholas Evans,1997,Goldmann
207013,3726004076,9,Mond im Kreis,Anita Siegfried,1993,Aare
207014,385498411,8,Woman: An Intimate Geography,Natalie Angier,2000,Anchor
207019,451151674,9,The New American Roget's College Thesaurus in Dictionary Form,Philip D. Morehead,1985,Signet Book
207019,067172276X,7,MEASURE FOR MEASURE,William Shakespeare,1997,Washington Square Press
207019,671722972,8,The Winter's Tale (New Folger Library Shakespeare (Paperback)),William Shakespeare,1998,Washington Square Press
207028,60975776,5,Jesus' Son: Stories,Denis Johnson,1993,Perennial
207035,300055390,6,Mahatma Gandhi and His Apostles,Ved Mehta,1993,Yale University Press
207035,553208845,7,Siddhartha,Hermann Hesse,1981,Bantam Classics
207036,9023423739,7,Meest modermismen (Bezige Bij pocket),Kees van Kooten,1989,Bezige Bij
207041,767902521,9,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books
207050,385490445,10,Alias Grace : A Novel,Margaret Atwood,1997,Anchor
207052,60901012,5,Brave New World &amp; Brave New World Revisited,Aldous Huxley,1942,Perennial
207052,345353145,7,Sphere,MICHAEL CRICHTON,1988,Ballantine Books
207052,486272664,7,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,1992,Dover Publications
207052,553251481,10,Jitterbug Perfume,Tom Robbins,1985,Bantam Books
207053,60930535,10,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
207058,385333846,6,Slaughterhouse-Five,KURT VONNEGUT,1999,Delta
207058,876850867,10,Post Office,Charles Bukowski,1980,Black Sparrow Books
207059,380789035,9,American Gods,Neil Gaiman,2002,HarperTorch
207061,340412605X,7,Exit. Ein Thriller aus der Welt der Medizin.,Jonathan Kellerman,1997,LÃ?Â¼bbe
207061,345318663X,7,Der Schwarze Orden.,Colin Forbes,2001,Heyne
207066,802115640,7,Lizard,Banana Yoshimoto,1995,Pub Group West
207069,553574574,8,Beach Music,Pat Conroy,1996,Bantam Books
207075,3548362028,8,Flyermania,Die Gestalten,1998,Art Books Intl Ltd
207078,8401476720,8,"Crimenes de Cater Street, Los",Anne Perry,1996,"Plaza &amp; Janes Editores, S.A."
207079,609809636,7,"Justice: Crimes, Trials, and Punishments",Dominick Dunne,2002,Three Rivers Press (CA)
207084,2070388905,8,Comme un roman,Daniel Pennac,1995,Gallimard
207085,451183665,7,A Case of Need,Michael Crichton,1994,Signet Book
207091,3442353092,8,Dschungel- Gold.,Heinz GÃ?Â¼nther Konsalik,2000,Goldmann
207091,3442451221,8,Timeline,Michael Crichton,2002,Distribooks
207091,3453178165,9,Der Hades- Faktor.,Robert Ludlum,2002,Heyne
207091,3453870085,7,Die Geduld der Spinne.,Jonathan Nasaw,2003,Heyne
207092,385509456,9,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,Doubleday
207095,192817418,8,Lady Audley's Secret (World's Classics),M. E. Braddon,1987,Oxford University Press
207095,375706771,6,Midwives: A Novel,Chris Bohjalian,1998,Vintage
207095,679642382,8,Possession: A Romance (Modern Library),A. S. Byatt,2002,Modern Library
207095,805056645,9,Are You Somebody? : The Accidental Memoir of a Dublin Woman,Nuala O'Faolain,1999,Owl Books
207095,897331109,5,The Provincial Lady in America,E. M. Delafield,1984,Academy Chicago Publishers
207100,8483006022,8,L'illa de l'HolandÃ¨s (ColÂ¨lecciÃ³ clÃ ssica),Ferran Torrent,1998,Columna
207104,62517171,5,"All Things Possible : MY STORY OF FAITH, FOOTBALL AND THE MIRACLE SEASON",Kurt Warner,2000,Harper SanFrancisco
207104,446530891,5,Split Second,David Baldacci,2003,Warner Books
207106,345333926,9,Ringworld,Larry Niven,1990,Del Rey Books
207106,3442132002,3,Nichts zu verlieren / In aller Stille. Zwei Romane in einem Band.,Sue Grafton,1999,Goldmann
207107,61092541,6,The Dancing Floor,Barbara Michaels,1998,HarperTorch
207108,399144331,7,Trouble in Paradise (Jesse Stone Novels (Hardcover)),Robert B. Parker,1998,Putnam Pub Group
207109,525947299,10,No Second  Chance,Harlan Coben,2003,Dutton Books
207110,30624363,9,The Dark Crystal,A. C. H. Smith,1982,Smithmark Pub
207113,553582925,9,Tick Tock,Dean R. Koontz,2000,Bantam Books
207113,698113829,10,Lon Po Po: A Red-Riding Hood Story from China,Ed Young,1996,Penguin Putnam Books for Young Readers
207113,849942551,10,The Most Important Little Boy In The World - A Novel -,Dean Briggs,2001,WestBow Press
207115,151004412,6,The Head Game: Baseball Seen from the Pitcher's Mound,Roger Kahn,2000,Harcourt
207115,684196387,8,Two for the Dough (Stephanie Plum Novels (Hardcover)),Janet Evanovich,1996,Scribner
207116,067975833X,8,Confederates in the Attic : Dispatches from the Unfinished Civil War (Vintage Departures),TONY HORWITZ,1999,Vintage
207117,380782340,8,Nobody's Baby But Mine,Susan Elizabeth Phillips,1997,Avon
207133,399147128,8,The Villa,Nora Roberts,2001,Putnam Publishing Group
207134,61052892,3,Antibodies (X-Files),Kevin J. Anderson,1997,Harpercollins
207134,375410627,10,Ava's Man,Rick Bragg,2001,Alfred A. Knopf
207134,375506039,6,Open House,Elizabeth Berg,2000,Random House Trade
207134,375706771,10,Midwives: A Novel,Chris Bohjalian,1998,Vintage
207134,385484518,8,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday
207134,679429220,10,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House
207134,679442588,10,All Over but the Shoutin',Rick Bragg,1997,Pantheon Books
207134,679449728,4,The Pull of the Moon,Elizabeth Berg,1996,Random House Inc
207134,068807801X,9,In Our Defense: The Bill of Rights in Action,Ellen Alderman,1991,Harpercollins
207135,345443284,7,While I Was Gone,Sue Miller,1999,Ballantine Books
207148,60085444,7,She Went All the Way (Avon Light Contemporary Romances),Meggin Cabot,2002,Avon
207148,61031127,7,The Bronze Horseman,Paullina Simons,2002,HarperTorch
207148,140067779,7,Obasan,Joy Kogawa,1983,Penguin Books
207148,156005891,10,Eden Close,Anita Shreve,1998,Harvest Books
207148,312305060,10,The Hours: A Novel,Michael Cunningham,2002,Picador
207148,316678104,10,Fortune's Rocks : A Novel,Anita Shreve,2001,Back Bay Books
207148,345370805,4,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books
207148,345438825,8,Angry Housewives Eating Bon Bons,LORNA LANDVIK,2003,Ballantine Books
207148,373612567,9,Dancing in the Dark,Sandra Marton,2002,Harlequin
207148,373706332,7,"Reluctant Bodyguard (Harlequin Superromance, No 633)",Fern Michaels,1995,Harlequin
207148,037541309X,7,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,Alfred A. Knopf
207148,385335482,10,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta
207148,385482388,9,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,Anchor Books/Doubleday
207148,440122090,9,Echoes,Maeve Binchy,1989,Dell
207148,440221099,9,Talk Before Sleep: A Novel,Elizabeth Berg,1995,Island
207148,440241162,8,Nerd in Shining Armor,Vicki Lewis Thompson,2003,Dell Publishing Company
207148,446527785,8,A Bend in the Road,Nicholas Sparks,2001,Warner Books
207148,451207874,5,When You Go Away (Nal Accent Novels),Jessica Barksdale Inclan,2003,New American Library
207148,452284295,9,Cheet (Plume Books),Anna Davis,2003,Plume Books
207148,515101222,7,Spring Fancy,LaVyrle Spencer,2003,Jove Books
207148,515127221,6,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books
207148,515131083,8,Plantation: A Lowcountry Tale,Dorothea Benton Frank,2001,Jove Books
207148,515134007,8,The Texan's Wager,Jodi Thomas,2002,Jove Books
207148,553240889,5,Wagon West #04: Oregon (Wagons West),Dana Fuller Ross,1983,Bantam Books
207148,553242296,5,Wagon West #03: Wyoming (Wagons West),Dana Fuller Ross,1983,Bantam Books
207148,553246518,5,Wagon West #02: Nebraska (Wagons West),Dana Fuller Ross,1982,Bantam Books
207148,553382241,8,Pushing 30,WHITNEY GASKELL,2003,Bantam
207148,553582321,8,Getting Lucky,Marilyn Pappano,2001,Bantam Books
207148,671027662,8,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
207148,688170528,9,The Pact: A Love Story,Jodi Picoult,1999,Quill
207148,743407067,8,The First Time,Joy Fielding,2001,Pocket Star
207148,767907817,5,Bookends : A Novel,Jane Green,2003,Broadway
207148,1551666839,8,Dead Run,Erica Spindler,2003,Mira
207148,1583144536,8,Gaining Interest (Arabesque),Dara Girard,2004,Arabesque
207152,836217373,6,Clues For The Clueless,Scott Adams,1993,Andrews McMeel Publishing
207152,836217578,7,Build A Better Life By Stealing Office Supplies,Scott Adams,1994,Andrews McMeel Publishing
207152,836217586,6,Always Postpone Meetings With Time-Wasting Morons (Dilbert Books (Paperback Andrews McMeel)),Scott Adams,1994,Andrews McMeel Publishing
207152,836221192,7,Dilbert Fugitive From The Cubicle Police,Scott Adams,1996,Andrews McMeel Publishing
207152,836267451,7,"Journey To Cubeville-Dilbert Collection #12 (Adams, Scott, Dilbert Book.)",Scott Adams,1998,Andrews McMeel Publishing
207157,8495908336,9,Happiness,Will Ferguson,2002,Emece Editores
207159,8401242371,8,Del Amor y Otros Demonios,Gabriel Garcia Marquez,1998,"Plaza &amp; Janes Editores, S.A."
207165,2877142140,10,La Philosophie Dans Le Boudoir (World Classics),Sade,1999,Brooking International
207173,316601950,8,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books
207178,312291639,6,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin
207178,874869870,8,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,Plough Publishing House
207178,1591450748,8,The Yada Yada Prayer Group,Neta Jackson,2003,Integrity Publishers
207180,307122433,10,"Twinkle, Twinkle Little Star and Other Nursery Rhymes",Sharon Kane,1983,Random House Childrens Books
207180,380698714,10,Sideways Stories from Wayside School (Wayside School),Louis Sachar,1985,HarperTrophy
207180,380723816,10,Wayside School Gets a Little Stranger (Wayside School),Louis Sachar,1996,HarperTrophy
207180,440508274,9,How to Think Like Leonardo da Vinci: Seven Steps to Genius Every Day,MICHAEL J. GELB,2000,Dell
207180,451197836,8,Beanie Babies: Collector's Guide,Editors of Consumer Guide,1998,New Amer Library
207180,671722751,8,Macbeth,William Shakespeare,1992,Washington Square Press
207180,696019841,10,Better Homes and Gardens Incredibly Awesome Crafts for Kids,Sara Jane Treinen,1992,Meredith Books
207180,816730334,10,How to Survive Junior High,Ann Hodgman,1994,Troll Communications
207180,081673366X,6,Hair Flair/Book and Barrette Kit,Dianne Balasco,1994,Troll Communications
207180,816740771,8,One-Minute Challenges Math,Susan Shafer,1996,Watermill Press
207180,843111976,9,Wee Sing for Christmas Book,Pam Beall,1984,Price Stern Sloan
207180,087542127X,7,The Truth About Witchcraft Today (Llewellyn's New Age),Scott Cunningham,1988,Llewellyn Publications
207180,1878257145,10,The Explorabook: A Kid's Science Museum in a Book,John Cassidy,1992,Klutz Press
207180,187825751X,10,The Buck Book/All Sorts of Things to Do With a Dollar Bill-Besides Spend It/Book and Dollar Bill,Anne Akers Johnson,1993,Klutz Press
207180,1878257862,10,Magnetic Magic,Paul Doherty,1994,Klutz Press
207183,345409876,10,Women Who Run with the Wolves,CLARISSA PINKOLA PHD ESTES,1996,Ballantine Books
207192,60557818,10,Neverwhere : A Novel,Neil Gaiman,2003,Perennial
207192,380802325,10,Suddenly You,Lisa Kleypas,2001,Avon
207192,812550706,10,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books
207200,2290027111,8,Tristesse de la Balance et autres signes,Jacques A. (Jacques AndrÃ?Â©) Bertrand,1999,J'ai lu
207221,8495501074,9,Ensayo sobre la ceguera,Jose Saramago,2001,Santillana USA Publishing Company
207222,8420633259,10,Niebla,Miguel De Unamuno,1986,Alianza
207226,8433911775,8,Fortaleza Asediada,Qian Zhongshu,1996,Anagrama
207226,8437605679,7,"Conciencia de Zeno, La",Italo Svevo,1993,Ediciones Catedra S.A.
207246,60976497,6,Ten Stupid Things Women Do to Mess Up Their Lives,Laura C. Schlessinger,1995,Perennial
207246,70617570,2,Elements of Zoology,T. I. Et Al Storer,1976,McGraw Hill
207246,130975850,9,Writing About Literature,Edgar V. Roberts,1995,Prentice Hall
207246,140113428,7,The Cat Who Came for Christmas,Cleveland Amory,1989,Penguin USA
207246,140260234,10,Language Myths,Laurie Bauer,1999,Penguin Books
207246,140366679,9,White Fang (Puffin Classics),Jack London,1994,Puffin Books
207246,156016621,4,College Physics (Harcourt Brace Jovanovich College Outline Series),Robert W. Stanley,1987,Harcourt
207246,156421178,9,Homage to Catalonia (Harvest Book),George Orwell,1969,Harvest Books
207246,192823507,9,Wuthering Heights (The World's Classics),Emily Bronte,1995,Oxford University Press
207246,316809063,10,Maniac Magee,Jerry Spinelli,1999,"Little, Brown"
207246,345303067,7,2010: Odyssey Two,Arthur C. Clarke,1984,Del Rey Books
207246,345339681,10,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
207246,345339703,9,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey
207246,380798565,7,The Ape Who Guards the Balance : An Amelia Peabody Mystery,Elizabeth Peters,1999,Avon
207246,385320132,9,Far Appalachia : Following the New River North,NOAH ADAMS,2002,Delta
207246,385504209,9,The Da Vinci Code,Dan Brown,2003,Doubleday
207246,393093468,2,Elements of biological science,William T Keeton,1973,Norton
207246,399501487,8,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
207246,425152251,10,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group
207246,439135478,8,Get It Together: How to Organize Everything in Your Life (All About You),Julia Marsden,2000,Scholastic
207246,043940987X,9,"When Sophia Gets Angry: Cuando Sofia Se Enoja, Se Enoja de Veras",Molly Bang,2002,Scholastic en Espanol
207246,446310786,10,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
207246,044651747X,4,Puerto Vallarta Squeeze,Robert James Waller,1995,Warner Books
207246,446600253,10,"Bless Me, Ultima",Rudolfo Anaya,1994,Warner Books
207246,446602736,7,Border Music,Robert James Waller,1996,Warner Books
207246,449217493,9,Caribbean,James A. Michener,1991,Fawcett Books
207246,451159020,6,Bored of the Rings,Harvard Lampoon,1969,Penguin USA (Paper)
207246,451524977,9,Benjamin Franklin: The Autobiography and Other Writings,Benjamin Franklin,1961,Signet Classics
207246,471827223,6,"Quick Calculus: A Self-Teaching Guide, 2nd Edition",Daniel  Kleppner,1985,Wiley
207246,486264645,10,Heart of Darkness (Dover Thrift Editions),Joseph Conrad,1990,Dover Publications
207246,486264653,9,Red Badge of Courage (Dover Thrift Edition),Stephen Crane,1990,Dover Publications
207246,486278042,9,Antigone (Dover Thrift Editions),Sophocles,1993,Dover Publications
207246,486408787,9,Through the Looking-Glass: And What Alice Found There (Dover Thrift Editions),Lewis Carroll,1999,Dover Publications
207246,521400643,8,Dante: De vulgari eloquentia (Cambridge Medieval Classics),Dante,1996,Cambridge University Press
207246,553274295,8,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books
207246,553280414,9,A Separate Peace,John Knowles,1985,Bantam Books
207246,590460269,8,Halloween Cats (Read with Me Cartwheel Books (Scholastic Paperback)),Jean Marzollo,1992,Scholastic
207246,618070346,9,Shake Dem Halloween Bones,W. Nikola-Lisa,2000,Houghton Mifflin
207246,670888729,9,The Turkey Prince,Edwina White,2001,Viking Penguin Inc
207246,671027360,9,Angels &amp; Demons,Dan Brown,2001,Pocket Star
207246,679002448,9,Fodor's Pocket Mexico City (Fodor's Pocket Guides),Christina Knight,1998,Random House Inc
207246,679445048,9,"Song of Solomon (Everyman's Library, 216)",TONI MORRISON,1995,Unknown Publisher - Being Researched
207246,679449248,8,Zigzagging Down a Wild Trail: Stories,Bobbie Ann Mason,2001,Random House
207246,684872153,10,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner
207246,689831390,8,The Adventures of Huckleberry Finn (Aladdin Classics),Mark Twain,1999,Aladdin
207246,689863063,7,La mochila de Dora (Dora's Backpack) (Dora The Explorer),Sarah Willson,2003,Libros Para Ninos
207246,735814902,9,Nadie Me Quiere! (Nobody Likes Me!),Raoul Krischanitz,2001,Michael Neugebauer Verlag
207246,762711167,9,Hiking Kentucky (State Hiking Series),Michael Brown,2001,Falcon
207246,804115710,9,Adventures of Huckleberry Finn: The Only Comprehensive Editions,Mark Twain,1997,Ivy Books
207246,805035842,8,"The Headless Horseman: A Retelling of Washington Irving's \the Legend of Sleepy Hollow\""""",Washington Irving,1995,Henry Holt &amp; Co (J)
207246,805046941,10,Class Trip: A Novel,Emmanuel Carrere,1997,Henry Holt &amp; Co
207246,805063889,10,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,Metropolitan Books
207246,806623152,9,Luther the Reformer,James M. Kittelson,1987,Augsburg Fortress Publishers
207246,812048385,3,"Barron's how to prepare for advanced placement examinations, mathematics (Barron's How to Prepare for the AP Calculus: Advanced Placement Examinations: review of Calculus AB)",Shirley O Hockett,1992,Barron's
207246,812554760,9,Below the Root,Zilpha Keatley Snyder,1992,Laure Leaf
207246,812554787,9,And All Between,Zilpha Keatley Snyder,1985,Tor Books
207246,816730431,9,Descubriendo Las Estrellas,Laurence Santrey,1994,Troll Communications
207246,881333638,9,Renaissance and Baroque Poetry of Spain: With English Prose Translations,Elias L. Rivers,1988,Waveland Press
207246,096206856X,9,Hiking Kentucky: Scenic Trails of the Bluegrass State,Darcy Folzenlogen,1995,Willow Pr
207246,971263906,6,Saint Nick,Gary Ogden Harper,2001,Prairie Valley Films-Literary Division
207246,1400062888,8,Obliviously On He Sails : The Bush Administration in Rhyme,CALVIN TRILLIN,2004,Random House
207246,1853260061,9,Portrait of the Artist As a Young Man (Wordsworth Classics),James Joyce,1997,NTC/Contemporary Publishing Company
207246,1883869234,9,Post &amp; Park: A Brief Illustrated History of the Presidio of San Francisco,Stephen A. Haller,1997,Golden Gate National Parks Association
207246,1885211597,8,Travelers' Tales Mexico (Travelers' Tales),James O'Reilly,2001,Travelers' Tales Guides
207246,8420612898,9,Antologia Poesia Hisp Cont 1914-87,JosÃ© Olivio JimÃ©nez,1994,Lectorum Pubns (Adult)
207246,8420613207,10,Jorge Luis Borges: Ficciones/Jorge Luis Borges : Stories,Jorge Luis Borges Acevedo,1996,Continental Book Company
207246,8437600898,9,El Tunel,Ernesto Sabato,1983,Ediciones Catedra S.A.
207246,8437605121,8,El Llano En Llamas,Juan Rulfo,1984,Ediciones Catedra S.A.
207246,8470390732,9,DiÃ¡logo de la Lengua,Juan de Valdes,1993,Castalia Publishing Company
207246,9500700913,9,Los Funerales De LA Mama Grande,Gabriel Garcia Marquez,1994,Sudamericana
207247,679785892,10,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,HUNTER S. THOMPSON,1998,Vintage Books
207248,193236210X,10,Hildegarde and the Great Green Shirt Factory,Ravay Snow,2003,Snowbound Pr
207249,006098824X,7,Getting Over It,Anna Maxted,2001,Regan Books
207249,345452534,9,The Murder Book,JONATHAN KELLERMAN,2002,Ballantine Books
207249,449006522,7,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
207251,60171928,6,Mutant Message Down Under,Marlo Morgan,1994,Harpercollins
207251,385722613,10,Highwire Moon: A Novel,Susan Straight,2002,Anchor Books/Doubleday
207251,393050181,7,Woman Who Watches Over the World: A Native Memoir,Linda Hogan,2001,W.W. Norton &amp; Company
207251,446672351,9,Reservation Blues,Sherman Alexie,1996,Warner Books
